PLAYER_ID,PLAYER,TEAM,AGE,HEIGHT,HEIGHT_IN,WEIGHT,POSITION
1630639,A.J. Lawson,TOR,24.0,6-6,78,179,Guard
1631260,AJ Green,MIL,25.0,6-4,76,190,Guard
1642358,AJ Johnson,WAS,20.0,6-5,77,160,Guard
203932,Aaron Gordon,DEN,29.0,6-8,80,235,Forward
1628988,Aaron Holiday,HOU,28.0,6-0,72,185,Guard
1630174,Aaron Nesmith,IND,25.0,6-6,78,215,Guard-Forward
1630598,Aaron Wiggins,OKC,26.0,6-5,77,190,Guard
1641745,Adam Flagler,OKC,25.0,6-3,75,180,Guard
1641766,Adama Sanogo,CHI,23.0,6-9,81,245,Forward
1641737,Adem Bona,PHI,22.0,6-10,82,235,Forward
1642349,Ajay Mitchell,OKC,23.0,6-5,77,190,Guard
201143,Al Horford,BOS,39.0,6-9,81,240,Center-Forward
202692,Alec Burks,MIA,33.0,6-5,77,214,Guard
1627936,Alex Caruso,OKC,31.0,6-5,77,186,Guard
1642505,Alex Ducas,OKC,24.0,6-7,79,220,Guard
203458,Alex Len,LAL,32.0,7-0,84,250,Center
1642024,Alex Reese,PHI,26.0,6-9,81,245,Forward-Center
1642259,Alex Sarr,WAS,20.0,7-0,84,205,Center
1631214,Alondes Williams,LAC,26.0,6-4,76,210,Guard
1630578,Alperen Sengun,HOU,22.0,6-11,83,243,Center
1641708,Amen Thompson,HOU,22.0,6-7,79,200,Guard-Forward
1629599,Amir Coffey,LAC,28.0,6-7,79,210,Guard-Forward
203083,Andre Drummond,PHI,31.0,6-11,83,279,Center
1641748,Andre Jackson Jr.,MIL,23.0,6-6,78,209,Guard
1629614,Andrew Nembhard,IND,25.0,6-4,76,191,Guard-Forward
203952,Andrew Wiggins,MIA,30.0,6-7,79,197,Forward
1629014,Anfernee Simons,POR,26.0,6-3,75,200,Guard
1641710,Anthony Black,ORL,21.0,6-7,79,200,Guard
203076,Anthony Davis,DAL,32.0,6-10,82,253,Forward-Center
1630162,Anthony Edwards,MIN,23.0,6-4,76,225,Guard
1630264,Anthony Gill,WAS,32.0,6-8,80,230,Forward
1641817,Anton Watson,NYK,24.0,6-8,80,225,Forward
1641810,Antonio Reeves,NOP,24.0,6-5,77,205,Guard
1630574,Ariel Hukporti,NYK,23.0,6-11,83,246,Center
1642422,Armel Traore,LAL,22.0,6-9,81,245,Forward
1641709,Ausar Thompson,DET,22.0,6-6,78,205,Guard-Forward
1630559,Austin Reaves,LAL,27.0,6-5,77,197,Guard
1630245,Ayo Dosunmu,CHI,25.0,6-5,77,200,Guard
1628389,Bam Adebayo,MIA,27.0,6-9,81,255,Center-Forward
1631248,Baylor Scheierman,BOS,24.0,6-6,78,205,Guard
1641767,Ben Sheppard,IND,23.0,6-6,78,190,Guard
1627732,Ben Simmons,LAC,28.0,6-10,82,240,Guard-Forward
1631097,Bennedict Mathurin,IND,23.0,6-5,77,210,Guard-Forward
1641731,Bilal Coulibaly,WAS,20.0,6-8,80,195,Guard
202687,Bismack Biyombo,SAS,32.0,6-8,80,255,Center
1631104,Blake Wesley,SAS,22.0,6-3,75,185,Guard
1626171,Bobby Portis,MIL,30.0,6-10,82,250,Forward
1641752,Bobi Klintman,DET,22.0,6-9,81,225,Forward
203992,Bogdan Bogdanović,LAC,32.0,6-5,77,225,Guard
1629626,Bol Bol,PHX,25.0,7-3,87,220,Center-Forward
1630538,Bones Hyland,MIN,24.0,6-2,74,169,Guard
203078,Bradley Beal,PHX,32.0,6-4,76,207,Guard
1642382,Branden Carlson,OKC,26.0,7-0,84,220,Center
1641764,Brandin Podziemski,GSW,22.0,6-4,76,205,Guard
1630527,Brandon Boston,NOP,23.0,6-6,78,188,Guard
1629634,Brandon Clarke,MEM,28.0,6-8,80,215,Forward
1627742,Brandon Ingram,TOR,27.0,6-8,80,190,Forward
1641706,Brandon Miller,CHA,22.0,6-7,79,200,Forward
1630314,Brandon Williams,DAL,25.0,6-1,73,190,Guard
1630296,Braxton Key,GSW,28.0,6-8,80,225,Forward
1641729,Brice Sensabaugh,UTA,21.0,6-5,77,235,Forward
1642355,Bronny James,LAL,20.0,6-3,75,210,Guard
201572,Brook Lopez,MIL,37.0,7-1,85,282,Center
1628971,Bruce Brown,NOP,28.0,6-4,76,202,Guard-Forward
1628981,Bruno Fernando,TOR,26.0,6-9,81,240,Forward-Center
1631121,Bryce McGowens,POR,22.0,6-6,78,190,Guard
1642267,Bub Carrington,WAS,19.0,6-4,76,190,Guard
1627741,Buddy Hield,GSW,32.0,6-4,76,220,Guard
203468,CJ McCollum,NOP,33.0,6-3,75,190,Guard
1630595,Cade Cunningham,DET,23.0,6-6,78,220,Guard
1631216,Caleb Houstan,ORL,22.0,6-8,80,205,Guard
1628997,Caleb Martin,DAL,29.0,6-5,77,205,Forward
1642353,Cam Christie,LAC,19.0,6-6,78,190,Guard
1629629,Cam Reddish,LAL,25.0,6-7,79,217,Forward-Guard
1642285,Cam Spencer,MEM,25.0,6-4,76,205,Guard
1630560,Cam Thomas,BKN,23.0,6-3,75,210,Guard
1641715,Cam Whitmore,HOU,20.0,6-7,79,230,Forward
1629661,Cameron Johnson,BKN,29.0,6-8,80,210,Forward
1626166,Cameron Payne,NYK,30.0,6-3,75,183,Guard
1627747,Caris LeVert,ATL,30.0,6-6,78,205,Guard
1641717,Cason Wallace,OKC,21.0,6-3,75,195,Guard
1629646,Charles Bassey,SAS,24.0,6-10,82,230,Center-Forward
1631096,Chet Holmgren,OKC,23.0,7-1,85,208,Center-Forward
1628449,Chris Boucher,TOR,32.0,6-9,81,200,Forward
1630537,Chris Duarte,CHI,28.0,6-5,77,190,Guard
1641753,Chris Livingston,MIL,21.0,6-6,78,220,Forward
101108,Chris Paul,SAS,40.0,6-0,72,175,Guard
1631128,Christian Braun,DEN,24.0,6-6,78,220,Guard
1631132,Christian Koloko,LAL,25.0,7-0,84,225,Center
1629643,Chuma Okeke,CLE,26.0,6-7,79,229,Forward
203991,Clint Capela,ATL,31.0,6-10,82,256,Center
1629632,Coby White,CHI,25.0,6-5,77,195,Guard
1628998,Cody Martin,PHX,29.0,6-6,78,205,Forward
1642262,Cody Williams,UTA,20.0,6-7,79,190,Forward
1641732,Colby Jones,WAS,23.0,6-6,78,207,Guard
1630175,Cole Anthony,MEM,25.0,6-2,74,185,Guard
1631306,Cole Swider,IND,26.0,6-8,80,220,Forward
1630658,Colin Castleton,TOR,25.0,6-10,82,250,Center
1631221,Collin Gillespie,PHX,26.0,6-1,73,195,Guard
1629012,Collin Sexton,UTA,26.0,6-3,75,190,Guard
1630557,Corey Kispert,WAS,26.0,6-6,78,224,Forward
202709,Cory Joseph,ORL,33.0,6-2,74,200,Guard
1641854,Craig Porter Jr.,CLE,25.0,6-1,73,180,Guard
1642385,Cui Cui,BKN,22.0,6-5,77,190,Forward
1626156,D'Angelo Russell,BKN,29.0,6-3,75,193,Guard
1630618,D.J. Carton,TOR,24.0,6-3,75,200,Guard
1629610,DaQuan Jeffries,CHA,27.0,6-5,77,222,Guard-Forward
1631342,Daeqwon Plowden,ATL,26.0,6-6,78,216,Guard-Forward
1630227,Daishen Nix,MIN,23.0,6-4,76,238,Guard
1630625,Dalano Banton,POR,25.0,6-8,80,203,Forward
1631207,Dalen Terry,CHI,22.0,6-7,79,195,Forward
1642261,Dalton Knecht,LAL,24.0,6-6,78,215,Forward
203081,Damian Lillard,MIL,34.0,6-2,74,195,Guard
1641878,Damion Baugh,CHA,24.0,6-4,76,194,Guard
1627814,Damion Lee,PHX,32.0,6-6,78,210,Guard-Forward
1629655,Daniel Gafford,DAL,26.0,6-10,82,265,Forward-Center
1628464,Daniel Theis,NOP,33.0,6-8,80,245,Forward-Center
1642450,Daniss Jenkins,DET,23.0,6-3,75,165,Guard
203957,Danté Exum,DAL,29.0,6-5,77,214,Guard
203967,Dario Šarić,DEN,31.0,6-10,82,225,Forward-Center
1641727,Dariq Whitehead,BKN,20.0,6-6,78,220,Guard-Forward
1629636,Darius Garland,CLE,25.0,6-1,73,192,Guard
1630561,David Duke Jr.,SAS,25.0,6-4,76,204,Guard
1631223,David Roddy,HOU,24.0,6-4,76,255,Forward
1630558,Davion Mitchell,MIA,26.0,6-0,72,202,Guard
1630549,Day'Ron Sharpe,BKN,23.0,6-9,81,265,Center
1628368,De'Aaron Fox,SAS,27.0,6-3,75,185,Guard
1629631,De'Andre Hunter,CLE,27.0,6-8,80,221,Forward-Guard
1629001,De'Anthony Melton,BKN,27.0,6-3,75,200,Guard
201599,DeAndre Jordan,DEN,36.0,6-11,83,265,Center
201942,DeMar DeRozan,SAC,35.0,6-6,78,220,Guard-Forward
1629731,Dean Wade,CLE,28.0,6-9,81,228,Forward-Center
1629028,Deandre Ayton,POR,26.0,7-0,84,252,Center
1627749,Dejounte Murray,NOP,28.0,6-4,76,180,Guard
1626153,Delon Wright,NYK,33.0,6-5,77,185,Guard
1630166,Deni Avdija,POR,24.0,6-9,81,240,Forward
203471,Dennis Schröder,DET,31.0,6-1,73,175,Guard
1641726,Dereck Lively II,DAL,21.0,7-1,85,230,Center
1627884,Derrick Jones Jr.,LAC,28.0,6-6,78,210,Forward
1628401,Derrick White,BOS,30.0,6-4,76,190,Guard
1630217,Desmond Bane,ORL,27.0,6-5,77,215,Guard
1626164,Devin Booker,PHX,28.0,6-6,78,206,Guard
1642269,Devin Carter,SAC,23.0,6-2,74,195,Guard
1630170,Devin Vassell,SAS,24.0,6-5,77,200,Guard-Forward
1628415,Dillon Brooks,HOU,29.0,6-6,78,225,Guard-Forward
1641794,Dillon Jones,OKC,23.0,6-5,77,235,Forward
1627734,Domantas Sabonis,SAC,29.0,6-10,82,240,Forward-Center
1631230,Dominick Barlow,ATL,22.0,6-8,80,215,Forward
1642270,Donovan Clingan,POR,21.0,7-2,86,280,Center
1628378,Donovan Mitchell,CLE,28.0,6-3,75,215,Guard
1628978,Donte DiVincenzo,MIN,28.0,6-4,76,203,Guard
1627827,Dorian Finney-Smith,LAL,32.0,6-7,79,220,Forward
203926,Doug McDermott,SAC,33.0,6-6,78,225,Forward
203110,Draymond Green,GSW,35.0,6-6,78,230,Forward
1629234,Drew Eubanks,LAC,28.0,6-10,82,245,Forward-Center
1641809,Drew Peterson,BOS,25.0,6-9,81,205,Forward
1631166,Drew Timme,BKN,24.0,6-10,82,235,Forward
1630696,Dru Smith,MIA,27.0,6-2,74,203,Guard
1629130,Duncan Robinson,MIA,31.0,6-7,79,215,Forward
1641871,Duop Reath,POR,29.0,6-9,81,245,Center
203939,Dwight Powell,DAL,33.0,6-10,82,240,Forward-Center
1630700,Dyson Daniels,ATL,22.0,6-7,79,199,Guard
1630604,E.J. Liddell,CHI,24.0,6-6,78,240,Forward
203901,Elfrid Payton,NOP,31.0,6-3,75,195,Guard
1641989,Elijah Harkless,UTA,25.0,6-3,75,195,Guard
1641801,Emanuel Miller,CHI,25.0,6-7,79,215,Forward
1641734,Emoni Bates,CLE,21.0,6-8,80,202,Forward
1642402,Enrique Freeman,IND,24.0,6-7,79,220,Forward
201569,Eric Gordon,PHI,36.0,6-3,75,215,Guard
1630596,Evan Mobley,CLE,24.0,6-11,83,215,Center
1630532,Franz Wagner,ORL,23.0,6-10,82,220,Forward
1627832,Fred VanVleet,HOU,31.0,6-0,72,197,Guard
1641713,GG Jackson,MEM,20.0,6-9,81,210,Forward
1629216,Gabe Vincent,LAL,29.0,6-2,74,200,Guard
202066,Garrett Temple,TOR,39.0,6-5,77,195,Guard-Forward
1629726,Garrison Mathews,ATL,28.0,6-6,78,215,Guard
203914,Gary Harris,ORL,30.0,6-4,76,210,Guard
1627780,Gary Payton II,GSW,32.0,6-2,74,195,Guard
1629018,Gary Trent Jr.,MIL,26.0,6-5,77,204,Guard
1627777,Georges Niang,ATL,32.0,6-7,79,230,Forward
203507,Giannis Antetokounmpo,MIL,30.0,6-11,83,243,Forward
1629048,Goga Bitadze,ORL,25.0,6-10,82,250,Center-Forward
1641711,Gradey Dick,TOR,21.0,6-6,78,200,Guard-Forward
1629684,Grant Williams,CHA,26.0,6-6,78,236,Forward
1628960,Grayson Allen,PHX,29.0,6-4,76,198,Guard
1627824,Guerschon Yabusele,PHI,29.0,6-8,80,265,Forward
1630611,Gui Santos,GSW,23.0,6-6,78,185,Forward
203084,Harrison Barnes,SAS,33.0,6-8,80,225,Forward
1631127,Harrison Ingram,SAS,22.0,6-5,77,230,Forward
1629312,Haywood Highsmith,MIA,28.0,6-5,77,220,Forward
1630529,Herbert Jones,NOP,26.0,6-7,79,206,Forward
1641816,Hunter Tyson,DEN,25.0,6-8,80,215,Forward
1630193,Immanuel Quickley,TOR,26.0,6-2,74,190,Guard
1642403,Isaac Jones,SAC,24.0,6-9,81,245,Forward
1630171,Isaac Okoro,CLE,24.0,6-5,77,225,Forward-Guard
1642268,Isaiah Collier,UTA,20.0,6-3,75,210,Guard
1642384,Isaiah Crawford,SAC,23.0,6-6,78,220,Forward
1628392,Isaiah Hartenstein,OKC,27.0,7-0,84,250,Center-Forward
1630543,Isaiah Jackson,IND,23.0,6-9,81,205,Forward
1630198,Isaiah Joe,OKC,25.0,6-3,75,165,Guard
1630600,Isaiah Mobley,PHI,25.0,6-8,80,238,Forward
1641815,Isaiah Stevens,MIA,24.0,6-0,72,185,Guard
1630191,Isaiah Stewart,DET,24.0,6-8,80,250,Forward-Center
1631209,Isaiah Wong,CHA,24.0,6-3,75,185,Guard
1627826,Ivica Zubac,LAC,28.0,7-0,84,240,Center
1631120,JD Davison,BOS,22.0,6-1,73,195,Guard
1630550,JT Thor,WAS,22.0,6-9,81,203,Forward
1629630,Ja Morant,MEM,25.0,6-2,74,174,Guard
1642266,Ja'Kobe Walter,TOR,20.0,6-5,77,180,Guard
1631095,Jabari Smith Jr.,HOU,22.0,6-10,82,220,Forward
1631133,Jabari Walker,POR,22.0,6-7,79,237,Forward
1629098,Jack McVeigh,HOU,29.0,6-8,80,215,Guard-Forward
1642050,Jackson Rowe,GSW,28.0,6-7,79,210,Forward
1631210,Jacob Toppin,ATL,25.0,6-8,80,200,Forward
1630702,Jaden Hardy,DAL,22.0,6-3,75,198,Guard
1631093,Jaden Ivey,DET,23.0,6-4,76,195,Guard
1630183,Jaden McDaniels,MIN,24.0,6-9,81,185,Forward
1630531,Jaden Springer,UTA,22.0,6-4,76,202,Guard
203109,Jae Crowder,SAC,34.0,6-6,78,235,Forward
1630256,Jae'Sean Tate,HOU,29.0,6-4,76,230,Forward
1626143,Jahlil Okafor,IND,29.0,6-10,82,270,Center-Forward
1642443,Jahmir Young,CHI,24.0,6-1,73,185,Guard
1631170,Jaime Jaquez Jr.,MIA,24.0,6-6,78,225,Guard
1631222,Jake LaRavia,SAC,23.0,6-7,79,235,Forward
1627751,Jakob Poeltl,TOR,29.0,7-0,84,260,Center
1641779,Jalen Bridges,PHX,24.0,6-8,80,225,Forward
1628973,Jalen Brunson,NYK,28.0,6-2,74,190,Guard
1631105,Jalen Duren,DET,21.0,6-10,82,250,Center
1630224,Jalen Green,HOU,23.0,6-4,76,186,Guard
1641720,Jalen Hood-Schifino,PHI,22.0,6-5,77,210,Guard
1630552,Jalen Johnson,ATL,23.0,6-8,80,219,Forward
1629667,Jalen McDaniels,SAC,27.0,6-9,81,190,Forward
1629618,Jalen Pickett,DEN,25.0,6-2,74,202,Guard
1630188,Jalen Smith,CHI,25.0,6-9,81,215,Forward-Center
1630591,Jalen Suggs,ORL,24.0,6-5,77,205,Guard
1631114,Jalen Williams,OKC,24.0,6-5,77,211,Guard-Forward
1630592,Jalen Wilson,BKN,24.0,6-6,78,220,Forward
1631288,Jamal Cain,NOP,26.0,6-6,78,191,Forward
1627750,Jamal Murray,DEN,28.0,6-4,76,215,Guard
1642347,Jamal Shead,TOR,22.0,6-1,73,200,Guard
1631123,Jamaree Bouyea,MIL,26.0,6-2,74,180,Guard
201935,James Harden,LAC,35.0,6-5,77,220,Guard
201949,James Johnson,IND,38.0,6-7,79,240,Forward
1630164,James Wiseman,IND,24.0,6-11,83,240,Center
1642419,Jamison Battle,TOR,24.0,6-7,79,220,Forward
1641716,Jarace Walker,IND,21.0,6-7,79,235,Forward
1630215,Jared Butler,PHI,24.0,6-3,75,193,Guard
1642272,Jared McCain,PHI,21.0,6-3,75,195,Guard
1631197,Jared Rhoden,TOR,25.0,6-5,77,210,Guard
1628991,Jaren Jackson Jr.,MEM,25.0,6-10,82,242,Forward-Center
1629020,Jarred Vanderbilt,LAL,26.0,6-8,80,214,Forward
1628386,Jarrett Allen,CLE,27.0,6-9,81,243,Center
1629750,Javonte Green,CLE,31.0,6-5,77,205,Guard
1629637,Jaxson Hayes,LAL,25.0,7-0,84,220,Center-Forward
1630643,Jay Huff,MEM,27.0,7-1,85,240,Center
1627759,Jaylen Brown,BOS,28.0,6-6,78,223,Guard-Forward
1641740,Jaylen Clark,MIN,23.0,6-4,76,205,Guard
1641798,Jaylen Martin,WAS,21.0,6-6,78,216,Guard
1629669,Jaylen Nowell,WAS,25.0,6-4,76,201,Guard
1631301,Jaylen Sims,CHA,26.0,6-6,78,210,Guard
1642377,Jaylen Wells,MEM,21.0,6-8,80,,Forward
1631119,Jaylin Williams,OKC,23.0,6-9,81,240,Forward
1642281,Jaylon Tyson,CLE,22.0,6-6,78,215,Guard-Forward
1628369,Jayson Tatum,BOS,27.0,6-8,80,210,Forward-Guard
1641789,Jazian Gortman,DAL,22.0,6-2,74,184,Guard
1630288,Jeff Dowtin Jr.,PHI,28.0,6-3,75,177,Guard
201145,Jeff Green,HOU,38.0,6-8,80,235,Forward
203924,Jerami Grant,POR,31.0,6-7,79,210,Forward
1630526,Jeremiah Robinson-Earl,NOP,24.0,6-8,80,240,Forward
1631110,Jeremy Sochan,SAS,22.0,6-8,80,230,Forward
1630579,Jericho Sims,MIL,26.0,6-10,82,250,Center
1642399,Jesse Edwards,MIN,25.0,7-0,84,236,Center
1641724,Jett Howard,ORL,21.0,6-6,78,215,Guard
1628975,Jevon Carter,CHI,29.0,6-1,73,200,Guard
202710,Jimmy Butler III,GSW,35.0,6-7,79,230,Forward
1629111,Jock Landale,HOU,29.0,6-11,83,255,Center
204060,Joe Ingles,MIN,37.0,6-8,80,220,Forward-Guard
203954,Joel Embiid,PHI,31.0,7-0,84,280,Center-Forward
1628381,John Collins,UTA,27.0,6-9,81,226,Forward-Center
1629723,John Konchar,MEM,29.0,6-5,77,210,Guard
1631098,Johnny Davis,WAS,23.0,6-4,76,195,Guard
1642277,Johnny Furphy,IND,20.0,6-9,81,200,Guard
1630548,Johnny Juzang,UTA,24.0,6-5,77,226,Guard
202685,Jonas Valančiūnas,SAC,33.0,6-11,83,265,Center
1628371,Jonathan Isaac,ORL,27.0,6-10,82,230,Forward
